,drug,count
27822,dexamethasone and ondansetron during ce-treatment,1
27823,fertility-sparing survey,1
27824,acellular dermal matrix,1
27825,nanoknife system,1
27826,sns-062,1
27827,six months supervised resistance training,1
27828,nivolumab - arm a,1
27829,partial breast irradiation with cyberknife,1
27830,r0 d2 gastrectomy,1
27831,ramucirumab 10 mg/ml intravenous solution [cyramza],1
27832,low-dose helical computed tomography,1
27833,preoperative biliary drainage,1
27834,allopurinol 100 up to 600mg/day,1
27835,satisfaction questionnaire - patient,1
27836,d961h capsule 20 mg,1
27837,navigational bronchoscopy,1
27838,retroflexion with the pediatric colonoscope.,1
27839,topotecan hydrochloride for injection,1
27840,cisplatin + vinorelbine,1
27841,nov1501 (abl001),1
27842,"imatinib mesylate tablet 400 mg, 1 tablet",1
27843,two cycles of neoadjuvant chemotherapy,1
27844,pasireotide + chemo,1
27845,dece mammography,1
27846,px-866 (scchn),1
27847,analyze systematically morphological and molecular changes associated with glioblastoma progression and therapy-resistance,1
27848,"asp7487, velcade, dexamethasone",1
27849,"cop, copadm8, cyve",1
27850,panobinostat (lbh589) and 5-azacytidine,1
27851,concurrent decrescendo biochemotherapy regimen,1
27852,fast track perioperative treatment,1
27853,multifaceted educational intervention,1
27854,denileukin diftitox (e7777),1
27855,cellutome epidermal harvesting system,1
27856,lenalidomide (control),1
27857,probiotic yogurt b: with various micronutrients,1
27858,0.9% sodium chloride injection,1
27859,"evaluation after 1,3,6,9,12 months",1
27860,placebo + gemcitabine + erlotinib,1
27861,abdominal high resolution ct,1
27862,"combination of everolimus, letrozole and leuprolide",1
27863,nms-1286937,1
27864,yttrium 90 -labeled ibritumomab tiuxetan (zevalin),1
27865,soy milk,1
27866,ro70097890,1
27867,avotermin,1
27868,acalabrutinib in combination with vr,1
27869,methylene blue mmx®,1
27870,histologic examination,1
27871,r-ceop90,1
27872,weekly carboplatin & taxol w/concurrent rt,1
27873,kava,1
27874,s-1 (1-(2-tetrahydrofuryl)-5-fluorouracil + cdhp (gemeracil) + oxo (oteracil),1
27875,tln-232,1
27876,focal irradiation,1
27877,irradiated allogeneic cells,1
27878,dedicated axillary hybrid pet-mri,1
27879,suture removal time 7 days,1
27880,phlebotomy - blood sampling for gp88 at mm,1
27881,high dose methotrxate,1
27882,hm781-36b tablets,1
27883,combined radiation and chemotherapy,1
27884,surgical removal of sinonasal papiloma,1
27885,incb018424/cc-4047,1
27886,fluorouracil cream 0.5%,1
27887,action group,1
27888,stupp protocol,1
27889,adt (androgen deprivation therapy) (i.e. leuprolide) plus an androgen receptor inhibitor (i.e. bicalutamide),1
27890,uterine arterial embolization,1
27891,crizotinib plus sorafenib,1
27892,amg 162- 180 mg q 4 weeks,1
27893,"cytophosphan, celecoxib, methotrexate",1
27894,meso biomatrix device,1
27895,combination of varlilumab and atezolizumab,1
27896,software,1
27897,confocal laser microscopy,1
27898,tesmilifene (ymb 1002),1
27899,astatine at 211 monoclonal antibody 81c6,1
27900,amg 228,1
27901,loperamide hydrochloride,1
27902,"gadofosveset trisodium 244 mg in 1 ml intravenous injection, solution [ablavar]",1
27903,traction assisted endoscopic mucosa resection,1
27904,placebo in combination with cisplatin and docetaxel or paclitaxel,1
27905,hank™ for infusion,1
27906,galectin-3 inhibitor: gm-ct-01 systemic injections,1
27907,"lapatinib, docetaxel, trastuzumab",1
27908,manual mini system,1
27909,colonoscopy with endocuff™,1
27910,18f-flt and 18f-miso-pet,1
27911,clamping group,1
27912,octavalent hpv with 60 mcg imx / aahs,1
27913,tnf alpha,1
27914,hysteroscopy/curettage in case of suspicious aspect will be done a rapid section,1
27915,hiv-gag mrna-pulsed autologous dcs,1
27916,high dose cytarabine for consolidation,1
27917,parenteral /oral methadone ratio 1:2,1
27918,ro6895882,1
27919,melitac 12.1 + montanide isa-51 + polyiclc,1
27920,mtm,1
27921,air insufflation group,1
27922,"s-1 (tegafur, gimeracil and oteracil porassium capsules)",1
27923,qol and developed questionnaires for healthcare research,1
27924,serum and urinary ca9 level,1
27925,"oral impact, nestlé health science",1
27926,substance p-saporin,1
27927,studer pouch orthotopic urinary diversion,1
27928,supervised-occupational therapy program,1
27929,aroplatin (liposomal nddp) in combination with capecitabine,1
27930,stop oral angiogenesis inhibitor,1
27931,induction treatment part 2 with pbpc collection,1
27932,perfusion-ct,1
27933,stereotactic radiotherapy 4 x 12 gy,1
27934,obinutuzumab (ga101),1
27935,xelox regimes,1
27936,"tsh, t3, t4 and thyroid gland dvh",1
27937,arixtra + filter,1
27938,low dose et019002- t cells,1
27939,complications,1
27940,positron-emission tomography (pet) 18f-flt,1
27941,the integrated cancer care access network (iccan),1
27942,morning bright light therapy,1
27943,18f-flt-pet/ct and dwi-mri,1
27944,crs extended with dual-modality imaging,1
27945,nivolumab and ablation,1
27946,"fludarabine, busulfan and atg",1
27947,"carbplatin, cyclophophamide, atezolizumab",1
27948,neural progenitor cell sparing radiation,1
27949,rf-cea(6d)/tricom,1
27950,standard care plus contingency management,1
27951,"sorafenib tosylate, hace : doxorubicin hydrochloride and mitomycin c",1
27952,nelarabine injection 1000mg/m2,1
27953,pdt with 5-ala radiosensitization,1
27954,daily xray volume imaging for planning radiotherapy,1
27955,dacarbazine plus placebo,1
27956,imrt with concomitant boost,1
27957,in vivo confocal microscopy probe,1
27958,cd5.car/28zeta car t cells,1
27959,transdermal testosterone,1
27960,cea pulsed dendritic cells,1
27961,neurocognitive assessments,1
27962,eus fna with 2 passes,1
27963,tumor fluorescence,1
27964,"aspirin, 1,25-dihydroxycholecalciferol, calcium",1
27965,vip - västerbotten intervention programme,1
27966,2x ec,1
27967,screening anal pap smear - no high-resolution anoscopy,1
27968,bkm120 + temozolomide,1
27969,"tarceva, erlotinib, osi-774",1
27970,dms 612,1
27971,depression self-care,1
27972,amg 673,1
27973,rose essential oil,1
27974,"5-fu, epirubicin, cyclophosphamide, docetaxel",1
27975,15 mg/kg tru-016 and bendamustine,1
27976,e7130,1
27977,velcade/dexamethasone,1
27978,dissection of the superior mesenteric vein lymph node,1
27979,transoral radiofrequency resection in oropharyngeal tumor surgery,1
27980,"filgrastim, tbo-filgrastim or pegfilgrastim",1
27981,[131i]icf01012 (therapeutic dose level 1),1
27982,salpingectomy with delayed oophorectomy,1
27983,cholecalciferol 100 000 ui,1
27984,survey tailoring,1
27985,"thalidomide, melphalan, endoxan, dexamethasone (mcdex-thal)",1
27986,n/a (non-interventional study),1
27987,mobymax,1
27988,heat killed whole cell m. obuense (imm-101) 0.1 mg,1
27989,rad001 + amg479,1
27990,cea peptide 1-6d,1
27991,i-124-clr1404,1
27992,laparoscopic sentinel node navigation surgery,1
27993,advanced imaging for radiotherapy planning and guidance,1
27994,rabbit anti?human thymocyte globulin (atg),1
27995,s-1 plus leucovorin,1
27996,act-hla,1
27997,bladder epicheck urine test,1
27998,in vitro diagnostic,1
27999,single-nucleotide polymorphisms's genotyping,1
28000,three mr examination,1
28001,the iot,1
28002,stereotactic apbi,1
28003,rectal biopsy during colonoscopy,1
28004,endoscopic ultrasound-guided fine needle aspiration,1
28005,naf pet/mri,1
28006,folfiri and cetuximab,1
28007,dc-cholesterol liposome,1
28008,dnr.npc-specific t cells + cyclophosphamide + fludarabine,1
28009,anti-gp100:154-162 tcell receptor (tcr) peripheral blood lymphocyte (pbl),1
28010,mistletoe,1
28011,vax-dc/mm,1
28012,sspa,1
28013,tace with irinotecan loaded lifepearl,1
28014,regadenoson,1
28015,erlotinib with neoadjuvant chemotherapy,1
28016,t-reg depleted dli,1
28017,safety and efficacy of escalating doses,1
28018,cap-232,1
28019,social support and counseling,1
28020,bendamustine infusion (arm b),1
28021,chamomila recutita gel,1
28022,paclitaxel(intravenous) + carboplatin(intraperitoneal),1
28023,post-operative stereotactic radiosurgery (srs),1
28024,patients with sunitinib or pazopanib,1
28025,cost condition,1
28026,wt1 vaccine,1
28027,everolimus 10 mg daily,1
28028,postoperative complications,1
28029,conditioning for allogeneic hsct,1
28030,rabbit atg?sanofi/genzyme?,1
28031,denosumab 70 mg/ml,1
28032,mitoxantrone packaged edv (engeneic delivery vehicle),1
28033,explorer air camera,1
28034,"hx575, solution for injection (s.c.)",1
28035,high-dose mpx,1
28036,desatinib or sunitinib or erlotinib or everolimus or lapatinib or sorafenib,1
28037,enzastaurin (ly317615),1
28038,injection of 68ga-nodaga-e(c[rgdyk])2,1
28039,ostheopathic treatment,1
28040,regular tca (tricyclic antidepressants) use,1
28041,eftr,1
28042,eflornithine and placebo,1
28043,transanal total mesorectal excision of rectal cancer,1
28044,learning session 1,1
28045,computer symptom capture tool,1
28046,2d echocardiogram,1
28047,docetaxel and cisplatin and nimotuzumab,1
28048,non-surgical lat,1
28049,acai group (coloanal anastomosis immediate),1
28050,limb volume measurements and gclq lymphedema symptom assessment questionnaire,1
28051,89zr-bevacizumab pet,1
28052,pembrolizumab nsclc high dose,1
28053,oxaliplatin+leucovorin+5-fu,1
28054,osteopathic treatment,1
28055,chemoradiotherapy for nasopharyngeal carcinoma,1
28056,standard and respiratory-gated pet acquisitions,1
28057,quantative gustatory testing using taste strips,1
28058,health management surveys,1
28059,hypofractionated radiation/chemotherapy,1
28060,nab-rapamycin,1
28061,zoladex 10.8 mg,1
28062,pre surgical chemotherapy,1
28063,indium in 111-labeled autologous peripheral blood mononuclear cells,1
28064,5-azacytidine (5-aza) maintenance therapy after transplant,1
28065,multiple sampling,1
28066,pbn,1
28067,gemcitabine and nab paclitaxel,1
28068,hold,1
28069,stereotactic body radiation then surgery,1
28070,biafine,1
28071,covered stent (bona stent pyloric/duodenal covered) insertion,1
28072,redon drain,1
28073,one-lung ventilation,1
28074,dissection of sentinel lymph node(s),1
28075,repetitive transcranial magnetic stimulation (rtms),1
28076,delayed orchiectomy or depot lhrh,1
28077,robot-assisted lobectomy,1
28078,no bladder training,1
28079,kpt-9274,1
28080,unique medical visit of the study,1
28081,adv-tk (aglatimagene besadenovec) + valacyclovir,1
28082,ultrasound examination and colonoscopy examination,1
28083,"nivolumab, surgery, radiotherapy",1
28084,bortezomib 1.8 mg/m2,1
28085,impedance measure,1
28086,consultation,1
28087,89zr-dfo-trastuzumab,1
28088,polyethylene glycol hydrogel,1
28089,plastic surgery,1
28090,prolifespan 20 with carmustine implant (gliadel® wafer),1
28091,"""sirolimus"" and ""hydroxychloroquine"" 400 mg",1
28092,nis (non interventional study) observational study,1
28093,oncodoc logiciel,1
28094,adult physical activity questionnaire (apaq),1
28095,rp2d of gsk2857916,1
28096,gemcitabine or interferon (only),1
28097,ly3405105,1
28098,pams i,1
28099,tai chi/qigong (tcq) for cancer patients,1
28100,vaccine consisting of a peptide derived from the protein ido,1
28101,blood samples (plasma preparation and ctc),1
28102,eortc qlq-my20 questionnaire,1
28103,amphinex (tpcs2a),1
28104,abbv-321,1
28105,dnazyme targeting ebv-lmp1 (dz1),1
28106,tg-0054 (3.14 mg/kg),1
28107,renal sympathetic denervation,1
28108,sob,1
28109,oc-eies,1
28110,standard two dimension digital mammogram,1
28111,non-daily stereotactic body radiotherapy,1
28112,stereotactic body radiation therapy plus surgery,1
28113,wheat flour,1
28114,c1,1
28115,placebos (matched to 4 mg and 10 mg lenvatinib capsules).,1
28116,"sorafenib (nexavar, bay43-9006) + dacarbazine (dtic)",1
28117,vdcld regimen,1
28118,surgical excision of the metastatic process,1
28119,formal study using hyperpolarized 13c-pyruvate injection,1
28120,complete mesocolon excision,1
28121,biopsy excisional,1
28122,in zevalin,1
28123,intrabone cord blood infusion,1
28124,daclatasvir+ asunaprevir,1
28125,cap-fitted colonoscopy,1
28126,in vitro maturation of immature oocytes,1
28127,xenon,1
28128,volociximab (anti-?5?1 integrin monoclonal antibody),1
28129,intra-operative mammography,1
28130,trabectedin continuation,1
28131,amoxicillin/omeprazole,1
28132,tri-weekly cisplatin with rt,1
28133,spi-1620,1
28134,sc-007,1
28135,conventional photon radiotherapy,1
28136,mammography according to a standard procedure,1
28137,sta9090 with dutasteride,1
28138,ibandronate (bondronat),1
28139,ultrasonic microbubbles,1
28140,home-based rehabilitation,1
28141,trebananib 10 mg/kg,1
28142,"ifosfamide, etoposide, cytarabine, and methotrexate (ivam) chemotherapy",1
28143,open thyroidectomy,1
28144,autologous cik dose level 4,1
28145,targeted radiation therapy,1
28146,palifosfamide tris and doxorubicin,1
28147,mesna (iv),1
28148,mylotarg (gemtuzumab ozogamicin) injection,1
28149,fluoroscopy guided spinal biopsy,1
28150,hyperacute-melanoma vaccine,1
28151,srt with vertebral augmentation procedure,1
28152,endosphenoidal coil,1
28153,lymph node sampling,1
28154,miltenyi reagent system,1
28155,bone marrow analyses and cbc with differential,1
28156,(18f)dcfpyl,1
28157,brush,1
28158,eflornithine plus placebo,1
28159,pcle guided evaluation,1
28160,coloassist,1
28161,nci website,1
28162,"echocardiography, right heart catheterisation",1
28163,ama (assistance for ambulatory patients),1
28164,nucleus abi541 auditory brainstem implant,1
28165,infusion with ipilimumab 3 mg/kg q3wks,1
28166,hlx06,1
28167,evaluation for response and surgery,1
28168,spliceosome,1
28169,conventional care regimen,1
28170,tlc178,1
28171,home safety guide,1
28172,pvo surgery,1
28173,no media,1
28174,"image-guided, volumetric intensity-modulated arc radiotherapy (igrt-vmat)",1
28175,medication check,1
28176,epirubicin + cisplatin + fluorouracil,1
28177,laparoscopic or robotic partial nephrectomy,1
28178,initial swe ultrasound,1
28179,ct-2584,1
28180,photodynamic therapy-photofrin,1
28181,moclobemide,1
28182,liver elasticity,1
28183,no mhealth,1
28184,levonorgestrel-releasing iud,1
28185,topical no,1
28186,respiratory distress symptom intervention,1
28187,vesanoid (atra),1
28188,eci301,1
28189,f-18 fluorothymidine,1
28190,angelica sinensis,1
28191,ancillary-correlative,1
28192,epigallocatechin gallate,1
28193,drug resistance inhibition,1
28194,sm04755,1
28195,long-term chemoradiotherapy,1
28196,letrozole plus low-dose metronomic capecitabine,1
28197,radiofrequency ablation protocol,1
28198,taxotere (drug),1
28199,garmin vivofit device,1
28200,intermediate risk proton radiation,1
28201,first icotinib and then pemetrexed plus cisplatin,1
28202,anlotinib hydrochloride; etoposide and cisplatin,1
28203,decitabine and hiltonol,1
28204,conventional iv catheter protection,1
28205,cd3-cd56+ natural killer cells,1
28206,"paclitaxel, mitotic inhibitor; intravenous",1
28207,mhealth,1
28208,klh; peptides; dendritic cells,1
28209,vincristine 1.4mg/m2,1
28210,measurement of stress-related hormones,1
28211,ame-133v (ly2469298),1
28212,xl147,1
28213,multi-vitamins,1
28214,e7080 capsule,1
28215,preptin and amylin level,1
28216,continuous thoracic paravertebral block,1
28217,tme (total mesorectal excision),1
28218,triptorelin 3.75 mg,1
28219,sequential clomiphene citrate and gonadotropin,1
28220,radiation therapy positioning intervention,1
28221,cd34+ cell selection,1
28222,imc-a12 (cixutumumab) - 10 milligrams/kilogram (mg/kg),1
28223,contrast enhanced digital mammography (cedm),1
28224,percutaneous endoscopic gastrostomy tube placement,1
28225,pylorus-resecting pancreaticoduodenectomy,1
28226,impact advance recovery (r),1
28227,"cp-751, 871",1
28228,glucose infusion,1
28229,pembrolizumab pre-resection,1
28230,"serum specimens obtained will be utilized for proteomic profiling comprising maldi-tof ms, and serum biomarker assays.",1
28231,lanreotide 60mg solution for injection,1
28232,psychiatric consult,1
28233,no vaccination,1
28234,mobile oct m3 scope,1
28235,"no intervention, purely observational.",1
28236,allohct for young/mud&fmd,1
28237,corticosteroid: dexamethasone,1
28238,axitinib plus everolimus,1
28239,self-efficacy training for caregivers,1
28240,2-hydroxyoleic acid (2-ohoa/2ohoa),1
28241,dendritic cells pulsed with muc-1/wt-1 peptides,1
28242,pretraining,1
28243,ce-bmri,1
28244,chpp with cisplatin,1
28245,infracyanine,1
28246,ny-eso-1 olp4 vaccine with poly-iclc,1
28247,5-fu?intravenous bolus?+epirubicin+cyclophosphamide,1
